surface,reading
勝ち抜く,かちぬく
ＧＳ,じーえす
卓也,たくや
浅利,あさり
臼井,うすい
海抜,かいばつ
取り戻さ,とりもどさ
売れ残り,うれのこり
泣き虫,なきむし
恨む,うらむ
一匹狼,いちひきおおかみ
ニダ,にだ
箪笥,たんす
甚,じん
流行ら,ながれら
ヴェール,ゔぇーる
勝野,かつの
労連,ろうれん
クリント,くりんと
導体,どうたい
求婚,きゅうこん
妖艶,ようえん
ネグ,ねぐ
印象深かっ,いんしょうぶかかっ
レンブラント,れんぶらんと
深沢,ふかざわ
啓介,けいすけ
刺殺,しさつ
朱雀,すざく
生薬,しょうやく
商学部,しょうがくぶ
遍,へん
コッポラ,こっぽら
ええと,ええと
あるい,あるい
雷鳴,らいめい
立方メートル,りっぽうめーとる
膨,ぼう
みじかい,みじかい
ジグ,じぐ
蒼い,あおい
昨夏,さくか
羽織っ,はおっ
さきがけ,さきがけ
つまずい,つまずい
悪評,あくひょう
戯画,ぎが
着込ん,きこん
見込む,みこむ
忘れよ,わすれよ
組み合わさ,くみあわさ
切ろ,きろ
興隆,こうりゅう
該,がい
用量,ようりょう
副審,ふくしん
プリウス,ぷりうす
鹿内,しかない
別れ際,わかれぎわ
浸れ,ひたれ
災厄,さいやく
くちばし,くちばし
レガシー,れがしー
規子,のりこ
もじっ,もじっ
感じ取れる,かんじとれる
小分け,こわけ
きょく,きょく
共学,きょうがく
アイダホ,あいだほ
のす,のす
惜しげ,おしげ
はかれ,はかれ
苛ま,さいなま
フツ,ふつ
ＧＴ,じーてぃー
ふわっと,ふわっと
洗え,あらえ
ガムラン,がむらん
押し込ま,おしこま
考古,こうこ
自供,じきょう
イロハ,いろは
グラブ,ぐらぶ
チアリーダー,ちありーだー
買値,かいね
召還,しょうかん
たのん,たのん
恐かっ,こわかっ
這っ,はっ
素肌,すはだ
カチカチ,かちかち
謹んで,つつしんで
ツラ,つら
襲名,しゅうめい
キッパリ,きっぱり
ロジャース,ろじゃーす
アイシネン,あいしねん
浅倉,あさくら
義男,よしお
高１,こういち
ローレン,ろーれん
河原町,かわらまち
ごそごそ,ごそごそ
廃刊,はいかん
茶会,ちゃかい
乳癌,にゅうがん
彫ら,ほら
招き猫,まねきねこ
政令市,せいれいし
内相,ないしょう
脱獄,だつごく
拘っ,こだわっ
本節,ほんせつ
伸び悩ん,のびなやん
ショルダー,しょるだー
半熟,はんじゅく
逃がす,にがす
雄叫び,おたけび
中崎,なかざき
ライ麦,らいむぎ
考え出す,かんがえだす
言わさ,いわさ
勢揃い,せいぞろい
末広,すえひろ
舞い降り,まいおり
横向き,よこむき
笹川,ささかわ
和人,わじん
主税局,しゅぜいきょく
τ,たう
レジスタ,れじすた
立てよ,たてよ
ビアガーデン,びあがーでん
ニュルンベルク,にゅるんべるく
円山,まるやま
Department,Department
きらめく,きらめく
カミサン,かみさん
隘,あい
呼び声,よびごえ
さつまいも,さつまいも
刻み込ま,きざみこま
冥利,みょうり
タイムリミット,たいむりみっと
メゾン,めぞん
シャーベット,しゃーべっと
図説,ずせつ
客数,きゃくすう
はーい,はーい
プレイヤ,ぷれいや
やせる,やせる
ぽんぽん,ぽんぽん
妹尾,せお
底なし,そこなし
パトリシア,ぱとりしあ
ジャンヌ,じゃんぬ
水仙,すいせん
姦,かん
関本,せきもと
ＣＡＴＶ,しーえーてぃーぶい
歩み寄っ,あゆみよっ
納会,のうかい
一緒くた,いっしょくた
短信,たんしん
心配り,こころくばり
格下げ,かくさげ
空模様,そらもよう
洋館,ようかん
帰京,ききょう
フォーチュン,ふぉーちゅん
目盛り,めもり
毒薬,どくやく
秘か,ひそか
弓矢,ゆみや
早まっ,はやまっ
ジブラルタル,じぶらるたる
助走,じょそう
小出し,こだし
組み方,くみかた
走り回り,はしりまわり
アレクサンドル,あれくさんどる
残れ,のこれ
拌,はん
カルティエ,かるてぃえ
紀伊國屋書店,きのくにやしょてん
理数,りすう
信販,しんぱん
隠岐,おき
女らし,おんならし
づきあい,づきあい
筑豊,ちくほう
べそ,べそ
ワークブック,わーくぶっく
ビンテージ,びんてーじ
吉武,よしたけ
こうっ,こうっ
二十歳,にじゅうさい
ごま油,ごまゆ
学名,がくめい
箱庭,はこにわ
続伸,ぞくしん
住処,すみか
締め切ら,しめきら
動かそ,うごかそ
ＩＱ,あいきゅー
誤爆,ごばく
とぶ,とぶ
飯田橋,いいだばし
カメハメハ,かめはめは
発ガン,はつがん
スピリッツ,すぴりっつ
耕す,たがやす
experience,experience
恵方,えほう
長坂,ながさか
タリン,たりん
前頭葉,ぜんとうよう
アフリカン,あふりかん
トリニダード・トバゴ,とりにだーどとばご
救難,きゅうなん
切り詰め,きりつめ
井筒,いづつ
擬音,ぎおん
熱源,ねつげん
モデルハウス,もでるはうす
楮,ちょ
腹ごしらえ,はらごしらえ
サザエ,さざえ
邦銀,ほうぎん
ガー,がー
実ら,みのら
すくめ,すくめ
思惟,しい
水たまり,みずたまり
榛,はしばみ
ロジャーズ,ろじゃーず
垂れ幕,たれまく
ライフライン,らいふらいん
霧島,きりしま
メード,めーど
孟,もう
引っぱり,ひっぱり
うすい,うすい
敵陣,てきじん
ロサンジェルス,ろさんじぇるす
文武,ぶんぶ
相模,さがみ
大き目,おおきめ
須磨,すま
諸点,しょてん
ブルーグラス,ぶるーぐらす
建議,けんぎ
ウレシイ,うれしい
軟禁,なんきん
ブログタイトル,ぶろぐたいとる
太鼓判,たいこはん
絶ち,たち
刈っ,かっ
満たせ,みたせ
足袋,たび
ウォレス,うぉれす
渡り歩い,わたりあるい
草野球,くさやきゅう
賊,ぞく
峡谷,きょうこく
一人ぼっち,ひとりぼっち
歴然,れきぜん
リスクヘッジ,りすくへっじ
やり手,やりて
望める,のぞめる
畝,うね
駒大,こまだい
ヤブ,やぶ
網走,あばしり
山芋,やまいも
再掲,さいけい
滑り台,すべりだい
クラプトン,くらぷとん
オフレコ,おふれこ
睨み,にらみ
私語,しご
ぽんと,ぽんと
うせ,うせ
黒岩,くろいわ
せまっ,せまっ
偽者,にせもの
紀香,のりか
地磁気,ちじき
来す,きたす
八重洲,やえす
紀宮,のりのみや
さまよい,さまよい
生花,せいか
乱雑,らんざつ
カサブランカ,かさぶらんか
増やせる,ふやせる
伊織,いおり
ブンブン,ぶんぶん
手付かず,てつけかず
難色,なんしょく
美子,よしこ
ダサ,ださ
転校生,てんこうせい
本望,ほんもう
全般に,ぜんぱんに
売れ残っ,うれのこっ
大杉,おおすぎ
二の腕,にのうで
ピラモン,ぴらもん
鮹,たこ
ティーンエイジャー,てぃーんえいじゃー
ドリフト,どりふと
ジョイス,じょいす
受け継ぎ,うけつぎ
禅師,ぜんじ
喰らい,くらい
安政,あんせい
フト,ふと
立入検査,たちいりけんさ
押し込む,おしこむ
光量,こうりょう
津島,つしま
幕切れ,まくぎれ
グレアム,ぐれあむ
貪,どん
プライマリーバランス,ぷらいまりーばらんす
軍勢,ぐんぜい
ユージン,ゆーじん
ボンベ,ぼんべ
ハヤ,はや
駆け抜ける,かけぬける
翔子,しょうこ
負い目,おいめ
くすん,くすん
アパルトヘイト,あぱるとへいと
パドル,ぱどる
ゲーデル,げーでる
すがっ,すがっ
見定め,みさだめ
明美,あけみ
舌打ち,したうち
ロードレース,ろーどれーす
オーサ,おーさ
審決,しんけつ
ほぐれ,ほぐれ
みの,みの
古語,こご
程よい,ほどよい
復路,ふくろ
陸運,りくうん
運休,うんきゅう
犀川,さいがわ
そろう,そろう
いみじくも,いみじくも
柑橘,かんきつ
紛れ込ん,まぎれこん
あれよあれよ,あれよあれよ
隆史,たかし
弁天,べんてん
アラカルト,あらかると
丸ビル,まるびる
キャリアウーマン,きゃりあうーまん
円谷,つぶらや
在校生,ざいこうせい
クトゥルフ,くとぅるふ
砂場,すなば
つよく,つよく
てめえ,てめえ
納屋,なや
カケラ,かけら
得失点,とくしってん
総和,そうわ
見きわめ,みきわめ
哲男,てつお
クレタ,くれた
なぐさめ,なぐさめ
カリン,かりん
コニカ,こにか
そうですが,そうですが
サイダー,さいだー
凝集,ぎょうしゅう
対流,たいりゅう
四天王,よんてんのう
すす,すす
採録,さいろく
外局,がいきょく
エクスポート,えくすぽーと
ラムネ,らむね
皿洗い,さらあらい
湾曲,わんきょく
飛び乗っ,とびのっ
おさ,おさ
じゃが,じゃが
空路,くうろ
風当たり,かぜあたり
垂れる,たれる
着せる,きせる
もさ,もさ
Revolution,Revolution
ノーム,のーむ
帝国ホテル,ていこくほてる
恥知らず,はじしらず
下手くそ,へたくそ
秘境,ひきょう
秀子,ひでこ
喜朗,よしろう
ヴィジュアル,ゔぃじゅある
プランター,ぷらんたー
年報,ねんぽう
宝島社,たからじましゃ
ホッチキス,ほっちきす
競い,きおい
ブルーム,ぶるーむ
使い込ん,つかいこん
新日鉄,しんにってつ
敦賀,つるが
信連,しんれん
快い,いい
デジタル技術,でじたるぎじゅつ
プリクラ,ぷりくら
序論,じょろん
ワッフル,わっふる
スエ,すえ
黒須,くろす
瓦解,がかい
平澤,ひらさわ
農工,のうこう
脈々と,みゃくみゃくと
ナビスコ,なびすこ
古巣,ふるす
一軍,いちぐん
押し出さ,おしださ
加古川,かこがわ
張力,ちょうりょく
心細い,こころぼそい
細切れ,こまぎれ
差し戻し,さしもどし
継母,ままはは
明宏,あきひろ
法益,ほうえき
底流,ていりゅう
平尾,ひらお
手招き,てまねき
鉄棒,てつぼう
毛虫,けむし
がらりと,がらりと
電解,でんかい
オペレッタ,おぺれった
紅い,あかい
三洋,さんよう
中段,ちゅうだん
手下,てか
矢作,やはぎ
連座,れんざ
二股,ふたまた
源一郎,げんいちろう
慌しい,あわただしい
薄膜,はくまく
抱,かかえ
今田,いまだ
ボトムアップ,ぼとむあっぷ
下世話,したせわ
熱量,ねつりょう
媚,こび
中公,ちゅうこう
校区,こうく
儂,わし
昌男,まさお
東京三菱銀行,とうきょうみつびしぎんこう
生やし,はやし
門脇,かどわき
純潔,じゅんけつ
ほどい,ほどい
殺陣,さつじん
マガジンハウス,まがじんはうす
ラズベリー,らずべりー
市電,しでん
コーク,こーく
茉莉,まつり
城北,じょうほく
慣れれ,なれれ
コリンズ,こりんず
響子,きょうこ
欺く,あざむく
消印,けしいん
組み上げ,くみあげ
あさっ,あさっ
篠塚,しのづか
いやがらせ,いやがらせ
クリストフ,くりすとふ
無税,むぜい
ゼラチン,ぜらちん
口走っ,くちばしっ
切り込ん,きりこん
春巻き,はるまき
前条,ぜんじょう
実学,じつがく
ガンプラ,がんぷら
オバチャン,おばちゃん
スピリチュアリズム,すぴりちゅありずむ
博物,はくぶつ
旅程,りょてい
武漢,ぶかん
賢人,けんじん
金券,きんけん
大岩,おおいわ
ファイターズ,ふぁいたーず
若々しく,わかわかしく
キロカロリー,きろかろりー
ジェネレーション,じぇねれーしょん
ウィークエンド,うぃーくえんど
テキストエディタ,てきすとえでぃた
アメリカ大使館,あめりかたいしかん
マース,まーす
取り沙汰,とりさた
供物,くもつ
温まる,あたたまる
研究生,けんきゅうせい
和牛,わぎゅう
出し合い,だしあい
路頭,ろとう
溺愛,できあい
女人,にょにん
フィナンシャル,ふぃなんしゃる
付けれ,つけれ
救世,きゅうせい
